Stage,Round,date,Time,Timezone,home_team,result,HT,away_team,UTC
Apertura,17,Thu Nov 4 2021,21:00,CST/-0600,Atlas Guadalajara,2-0,0-0,Gallos Blancos,2021-11-05T03:00Z
Apertura,11,Thu Nov 4 2021,19:00,CST/-0600,Pumas UNAM,0-3,0-1,Santos Laguna,2021-11-05T01:00Z
Apertura,17,Fri Nov 5 2021,21:00,CST/-0600,Mazatlán FC,0-1,0-0,Deportivo Guadalajara,2021-11-06T03:00Z
Apertura,17,Fri Nov 5 2021,19:00,CST/-0600,Puebla FC,1-0,0-0,Deportivo Toluca,2021-11-06T01:00Z
Apertura,17,Sat Nov 6 2021,17:00,CST/-0600,Club León,3-0,1-0,Club Necaxa,2021-11-06T23:00Z
Apertura,17,Sat Nov 6 2021,19:00,CST/-0600,CF América,0-0,0-0,CF Monterrey,2021-11-07T01:00Z
Apertura,17,Sat Nov 6 2021,21:00,CST/-0600,UANL Tigres,3-0,1-0,FC Juárez,2021-11-07T03:00Z
Apertura,17,Sat Nov 6 2021,21:06,CST/-0600,Club Tijuana,3-2,1-1,CF Pachuca,2021-11-07T03:06Z
Apertura,17,Sun Nov 7 2021,19:06,CST/-0600,Santos Laguna,0-0,0-0,Atlético San Luis,2021-11-08T01:06Z
Apertura,17,Sun Nov 7 2021,17:00,CST/-0600,Pumas UNAM,4-3,1-3,Cruz Azul,2021-11-07T23:00Z
Clausura,1,Thu Jan 6 2022,21:00,CST/-0600,Atlético San Luis,0-2,0-0,CF Pachuca,2022-01-07T03:00Z
Clausura,1,Fri Jan 7 2022,21:00,CST/-0600,Puebla FC,1-1,1-1,CF América,2022-01-08T03:00Z
Clausura,1,Fri Jan 7 2022,19:00,CST/-0600,FC Juárez,2-1,1-0,Club Necaxa,2022-01-08T01:00Z
Clausura,1,Sat Jan 8 2022,21:00,CST/-0600,Cruz Azul,2-0,1-0,Club Tijuana,2022-01-09T03:00Z
Clausura,1,Sat Jan 8 2022,19:06,CST/-0600,CF Monterrey,0-0,0-0,Gallos Blancos,2022-01-09T01:06Z
Clausura,1,Sun Jan 9 2022,18:00,CST/-0600,Deportivo Guadalajara,3-0,3-0,Mazatlán FC,2022-01-10T00:00Z
Clausura,1,Mon Jan 10 2022,21:00,CST/-0600,Pumas UNAM,5-0,1-0,Deportivo Toluca,2022-01-11T03:00Z
Clausura,1,Wed Jan 12 2022,20:06,CST/-0600,Santos Laguna,1-1,0-0,UANL Tigres,2022-01-13T02:06Z
Clausura,2,Fri Jan 14 2022,21:00,CST/-0600,Club Necaxa,0-4,0-3,CF Monterrey,2022-01-15T03:00Z
Clausura,2,Fri Jan 14 2022,19:00,CST/-0600,Gallos Blancos,1-3,1-2,Pumas UNAM,2022-01-15T01:00Z
Clausura,2,Sat Jan 15 2022,17:00,CST/-0600,Atlas Guadalajara,1-0,0-0,Atlético San Luis,2022-01-15T23:00Z
Clausura,2,Sat Jan 15 2022,19:00,CST/-0600,UANL Tigres,0-2,0-2,Puebla FC,2022-01-16T01:00Z
Clausura,2,Sat Jan 15 2022,21:00,CST/-0600,Cruz Azul,1-0,1-0,FC Juárez,2022-01-16T03:00Z
Clausura,2,Sat Jan 15 2022,21:06,CST/-0600,Club Tijuana,1-1,0-1,Club León,2022-01-16T03:06Z
Clausura,2,Sun Jan 16 2022,12:00,CST/-0600,Deportivo Toluca,3-1,1-1,Santos Laguna,2022-01-16T18:00Z
Clausura,2,Sun Jan 16 2022,17:00,CST/-0600,CF Pachuca,2-1,2-0,Deportivo Guadalajara,2022-01-16T23:00Z
Clausura,1,Wed Jan 19 2022,21:00,CST/-0600,Club León,1-1,1-0,Atlas Guadalajara,2022-01-20T03:00Z
Clausura,3,Thu Jan 20 2022,21:00,CST/-0600,Atlético San Luis,0-1,0-0,FC Juárez,2022-01-21T03:00Z
Clausura,3,Fri Jan 21 2022,21:00,CST/-0600,Mazatlán FC,1-2,1-0,Deportivo Toluca,2022-01-22T03:00Z
Clausura,3,Sat Jan 22 2022,17:00,CST/-0600,Deportivo Guadalajara,1-1,1-1,Gallos Blancos,2022-01-22T23:00Z
Clausura,3,Sat Jan 22 2022,19:00,CST/-0600,Club León,2-1,1-1,CF Pachuca,2022-01-23T01:00Z
Clausura,3,Sat Jan 22 2022,21:00,CST/-0600,CF América,0-2,0-0,Atlas Guadalajara,2022-01-23T03:00Z
Clausura,3,Sat Jan 22 2022,21:06,CST/-0600,CF Monterrey,2-2,0-1,Cruz Azul,2022-01-23T03:06Z
Clausura,3,Sun Jan 23 2022,12:00,CST/-0600,Pumas UNAM,1-2,1-0,UANL Tigres,2022-01-23T18:00Z
Clausura,3,Sun Jan 23 2022,19:00,CST/-0600,Santos Laguna,1-4,1-1,Club Necaxa,2022-01-24T01:00Z
Clausura,3,Fri Jan 28 2022,21:00,CST/-0600,Puebla FC,3-1,0-1,Club Tijuana,2022-01-29T03:00Z
Clausura,4,Sat Feb 5 2022,19:00,CST/-0600,CF América,2-3,0-1,Atlético San Luis,2022-02-06T01:00Z
Clausura,4,Sat Feb 5 2022,17:00,CST/-0600,Club Necaxa,1-3,0-2,CF Pachuca,2022-02-05T23:00Z
Clausura,4,Sat Feb 5 2022,21:06,CST/-0600,Club Tijuana,1-0,0-0,Pumas UNAM,2022-02-06T03:06Z
Clausura,4,Sun Feb 6 2022,16:00,CST/-0600,Gallos Blancos,0-2,0-2,Puebla FC,2022-02-06T22:00Z
Clausura,4,Sun Feb 6 2022,18:00,CST/-0600,Atlas Guadalajara,2-1,2-0,Santos Laguna,2022-02-07T00:00Z
Clausura,4,Sun Feb 6 2022,20:00,CST/-0600,UANL Tigres,4-3,2-0,Mazatlán FC,2022-02-07T02:00Z
Clausura,4,Mon Feb 7 2022,21:05,CST/-0600,Club León,0-1,0-1,Cruz Azul,2022-02-08T03:05Z
Clausura,4,Wed Feb 9 2022,19:00,CST/-0600,FC Juárez,1-3,1-1,Deportivo Guadalajara,2022-02-10T01:00Z
Clausura,5,Fri Feb 11 2022,21:00,CST/-0600,Puebla FC,1-1,0-0,Atlas Guadalajara,2022-02-12T03:00Z
Clausura,5,Fri Feb 11 2022,19:00,CST/-0600,Mazatlán FC,2-0,1-0,Club Tijuana,2022-02-12T01:00Z
Clausura,5,Sat Feb 12 2022,21:00,CST/-0600,Santos Laguna,2-3,2-2,CF América,2022-02-13T03:00Z
Clausura,5,Sat Feb 12 2022,19:00,CST/-0600,Cruz Azul,1-2,1-0,Club Necaxa,2022-02-13T01:00Z
Clausura,5,Sat Feb 12 2022,17:00,CST/-0600,Atlético San Luis,0-1,0-1,Deportivo Toluca,2022-02-12T23:00Z
Clausura,5,Sat Feb 12 2022,17:00,CST/-0600,Deportivo Guadalajara,1-3,0-2,UANL Tigres,2022-02-12T23:00Z
Clausura,5,Sun Feb 13 2022,12:00,CST/-0600,Pumas UNAM,2-1,2-1,Club León,2022-02-13T18:00Z
Clausura,5,Mon Feb 14 2022,21:00,CST/-0600,CF Pachuca,2-2,2-1,Gallos Blancos,2022-02-15T03:00Z
Clausura,2,Wed Feb 16 2022,19:00,CST/-0600,Mazatlán FC,2-1,2-0,CF América,2022-02-17T01:00Z
Clausura,6,Fri Feb 18 2022,21:00,CST/-0600,FC Juárez,0-0,0-0,Santos Laguna,2022-02-19T03:00Z
Clausura,6,Fri Feb 18 2022,19:05,CST/-0655,Puebla FC,1-4,1-4,CF Monterrey,2022-02-19T01:05Z
Clausura,6,Fri Feb 18 2022,21:06,CST/-0600,Club Tijuana,1-1,0-0,Club Necaxa,2022-02-19T03:06Z
Clausura,6,Sat Feb 19 2022,21:00,CST/-0600,Club León,2-1,1-0,Deportivo Guadalajara,2022-02-20T03:00Z
Clausura,6,Sat Feb 19 2022,19:00,CST/-0600,UANL Tigres,2-1,0-0,Atlético San Luis,2022-02-20T01:00Z
Clausura,6,Sat Feb 19 2022,17:00,CST/-0600,Gallos Blancos,2-0,0-0,Mazatlán FC,2022-02-19T23:00Z
Clausura,6,Sun Feb 20 2022,18:00,CST/-0600,Deportivo Toluca,1-4,1-1,Cruz Azul,2022-02-21T00:00Z
Clausura,6,Sun Feb 20 2022,16:00,CST/-0600,CF América,1-3,0-2,CF Pachuca,2022-02-20T22:00Z
Clausura,6,Sun Feb 20 2022,20:00,CST/-0600,Atlas Guadalajara,0-0,0-0,Pumas UNAM,2022-02-21T02:00Z
Clausura,7,Thu Feb 24 2022,19:00,CST/-0600,CF Pachuca,3-1,2-1,Mazatlán FC,2022-02-25T01:00Z
Clausura,7,Thu Feb 24 2022,21:05,CST/-0600,Gallos Blancos,1-1,1-0,Deportivo Toluca,2022-02-25T03:05Z
Clausura,7,Fri Feb 25 2022,21:00,CST/-0600,FC Juárez,2-3,0-3,UANL Tigres,2022-02-26T03:00Z
Clausura,7,Fri Feb 25 2022,21:06,CST/-0600,Club Tijuana,2-0,2-0,Atlas Guadalajara,2022-02-26T03:06Z
Clausura,7,Fri Feb 25 2022,19:00,CST/-0600,Club Necaxa,0-1,0-1,Club León,2022-02-26T01:00Z
Clausura,7,Sat Feb 26 2022,21:00,CST/-0600,Pumas UNAM,0-0,0-0,CF América,2022-02-27T03:00Z
Clausura,7,Sat Feb 26 2022,19:00,CST/-0600,Deportivo Guadalajara,2-3,2-0,Puebla FC,2022-02-27T01:00Z
Clausura,7,Sat Feb 26 2022,17:06,CST/-0600,CF Monterrey,0-2,0-1,Atlético San Luis,2022-02-26T23:06Z
Clausura,7,Sun Feb 27 2022,19:05,CST/-545,Cruz Azul,1-3,1-1,Santos Laguna,2022-02-28T01:05Z
Clausura,8,Tue Mar 1 2022,21:00,CST/-0600,Club León,0-0,0-0,CF Monterrey,2022-03-02T03:00Z
Clausura,8,Tue Mar 1 2022,19:00,CST/-0600,Deportivo Toluca,1-2,1-1,Club Tijuana,2022-03-02T01:00Z
Clausura,8,Tue Mar 1 2022,19:00,CST/-0600,Puebla FC,1-1,0-0,FC Juárez,2022-03-02T01:00Z
Clausura,8,Tue Mar 1 2022,21:00,CST/-0600,CF América,1-1,1-0,Gallos Blancos,2022-03-02T03:00Z
Clausura,8,Tue Mar 1 2022,21:00,CST/-0600,Mazatlán FC,0-0,0-0,Club Necaxa,2022-03-02T03:00Z
Clausura,8,Wed Mar 2 2022,21:00,CST/-0600,Santos Laguna,3-2,1-1,Pumas UNAM,2022-03-03T03:00Z
Clausura,8,Wed Mar 2 2022,19:00,CST/-0600,UANL Tigres,2-2,2-1,Cruz Azul,2022-03-03T01:00Z
Clausura,8,Wed Mar 2 2022,19:00,CST/-0600,Atlas Guadalajara,0-1,0-0,CF Pachuca,2022-03-03T01:00Z
Clausura,8,Wed Mar 2 2022,21:00,CST/-0600,Atlético San Luis,2-2,2-0,Deportivo Guadalajara,2022-03-03T03:00Z
Clausura,9,Fri Mar 4 2022,19:00,CST/-0600,Club Necaxa,0-1,0-1,Deportivo Toluca,2022-03-05T01:00Z
Clausura,9,Fri Mar 4 2022,21:00,CST/-0600,FC Juárez,0-1,0-0,Club León,2022-03-05T03:00Z
Clausura,9,Sat Mar 5 2022,21:00,CST/-0600,Deportivo Guadalajara,1-0,0-0,Santos Laguna,2022-03-06T03:00Z
Clausura,9,Sat Mar 5 2022,21:00,CST/-0600,Cruz Azul,1-3,1-2,Puebla FC,2022-03-06T03:00Z
Clausura,9,Sat Mar 5 2022,17:00,CST/-0600,Gallos Blancos,0-3 (*),,Atlas Guadalajara,2022-03-05T23:00Z
Clausura,9,Sat Mar 5 2022,19:06,CST/-0600,CF Monterrey,2-1,1-1,CF América,2022-03-06T01:06Z
Clausura,10,Fri Mar 11 2022,21:00,CST/-0600,FC Juárez,1-2,0-1,Atlas Guadalajara,2022-03-12T03:00Z
Clausura,10,Fri Mar 11 2022,19:00,CST/-0600,Club Necaxa,1-0,1-0,Gallos Blancos,2022-03-12T01:00Z
Clausura,10,Fri Mar 11 2022,21:06,CST/-0600,CF Monterrey,2-1,2-0,Mazatlán FC,2022-03-12T03:06Z
Clausura,10,Sat Mar 12 2022,19:00,CST/-0600,Cruz Azul,2-1,1-1,Pumas UNAM,2022-03-13T01:00Z
Clausura,10,Sat Mar 12 2022,21:00,CST/-0600,Deportivo Guadalajara,0-0,0-0,CF América,2022-03-13T03:00Z
Clausura,10,Sat Mar 12 2022,17:00,CST/-0600,Club León,0-3,0-2,UANL Tigres,2022-03-12T23:00Z
Clausura,10,Sun Mar 13 2022,19:00,CST/-0600,Santos Laguna,4-0,1-0,Club Tijuana,2022-03-14T01:00Z
Clausura,10,Sun Mar 13 2022,17:00,CST/-0600,Atlético San Luis,2-1,1-0,Puebla FC,2022-03-13T23:00Z
Clausura,10,Sun Mar 13 2022,12:00,CST/-0600,Deportivo Toluca,0-3,0-1,CF Pachuca,2022-03-13T18:00Z
Clausura,5,Tue Mar 15 2022,21:06,CST/-0600,CF Monterrey,3-0,0-0,FC Juárez,2022-03-16T03:06Z
Clausura,11,Thu Mar 17 2022,21:05,CST/-0600,Gallos Blancos,2-1,0-0,Atlético San Luis,2022-03-18T03:05Z
Clausura,11,Fri Mar 18 2022,21:00,CST/-0600,Puebla FC,2-2,0-0,Santos Laguna,2022-03-19T03:00Z
Clausura,11,Sat Mar 19 2022,19:00,CST/-0600,UANL Tigres,2-0,0-0,CF Monterrey,2022-03-20T01:00Z
Clausura,11,Sat Mar 19 2022,21:00,CST/-0600,CF Pachuca,1-0,1-0,Cruz Azul,2022-03-20T03:00Z
Clausura,11,Sat Mar 19 2022,17:00,CST/-0600,Pumas UNAM,1-3,0-2,Club Necaxa,2022-03-19T23:00Z
Clausura,11,Sun Mar 20 2022,21:00,CST/-0600,Mazatlán FC,1-2,0-2,Club León,2022-03-21T03:00Z
Clausura,11,Sun Mar 20 2022,21:06,CST/-0600,Club Tijuana,1-0,0-0,FC Juárez,2022-03-21T03:06Z
Clausura,11,Sun Mar 20 2022,19:00,CST/-0600,Atlas Guadalajara,1-1,0-0,Deportivo Guadalajara,2022-03-21T01:00Z
Clausura,11,Sun Mar 20 2022,17:00,CST/-0600,CF América,3-0,3-0,Deportivo Toluca,2022-03-20T23:00Z
Clausura,9,Sat Mar 26 2022,17:00,CST/-0600,Pumas UNAM,1-1,0-0,Mazatlán FC,2022-03-26T23:00Z
Clausura,12,Fri Apr 1 2022,20:00,CST/-0600,Atlético San Luis,1-0,0-0,Mazatlán FC,2022-04-02T02:00Z
Clausura,12,Sat Apr 2 2022,21:00,CST/-0600,FC Juárez,0-1,0-0,Pumas UNAM,2022-04-03T03:00Z
Clausura,12,Sat Apr 2 2022,19:00,CST/-0600,Club Necaxa,0-1,0-0,CF América,2022-04-03T01:00Z
Clausura,12,Sat Apr 2 2022,17:00,CST/-0600,Cruz Azul,1-0,1-0,Atlas Guadalajara,2022-04-02T23:00Z
Clausura,12,Sun Apr 3 2022,19:00,CDT/-0500,Santos Laguna,3-1,1-0,CF Pachuca,2022-04-04T00:00Z
Clausura,12,Sun Apr 3 2022,12:00,CDT/-0500,Deportivo Toluca,2-1,2-1,Puebla FC,2022-04-03T17:00Z
Clausura,12,Sun Apr 3 2022,17:00,CDT/-0500,Club León,1-1,0-1,Gallos Blancos,2022-04-03T22:00Z
Clausura,12,Sun Apr 3 2022,19:00,CDT/-0500,UANL Tigres,2-0,0-0,Club Tijuana,2022-04-04T00:00Z
Clausura,9,Wed Apr 6 2022,21:06,CDT/-0500,Club Tijuana,1-1,0-0,Atlético San Luis,2022-04-07T02:06Z
Clausura,4,Wed Apr 6 2022,19:00,CDT/-0500,Deportivo Toluca,2-2,1-2,CF Monterrey,2022-04-07T00:00Z
Clausura,9,Thu Apr 7 2022,19:00,CDT/-0500,CF Pachuca,2-1,0-0,UANL Tigres,2022-04-08T00:00Z
Clausura,13,Thu Apr 7 2022,21:00,CDT/-0500,Atlas Guadalajara,2-1,1-0,Club Necaxa,2022-04-08T02:00Z
Clausura,13,Fri Apr 8 2022,19:00,CDT/-0500,Puebla FC,2-2,2-1,Pumas UNAM,2022-04-09T00:00Z
Clausura,13,Fri Apr 8 2022,21:00,CDT/-0500,Mazatlán FC,1-1,1-0,Cruz Azul,2022-04-09T02:00Z
Clausura,13,Sat Apr 9 2022,17:00,CDT/-0500,Atlético San Luis,2-0,1-0,Club León,2022-04-09T22:00Z
Clausura,13,Sat Apr 9 2022,21:00,CDT/-0500,CF América,3-0,2-0,FC Juárez,2022-04-10T02:00Z
Clausura,13,Sat Apr 9 2022,19:06,CDT/-0500,CF Monterrey,1-0,0-0,Santos Laguna,2022-04-10T00:06Z
Clausura,13,Sat Apr 9 2022,19:00,CDT/-0500,Deportivo Toluca,1-1,0-0,Deportivo Guadalajara,2022-04-10T00:00Z
Clausura,13,Sun Apr 10 2022,19:00,CDT/-0500,Gallos Blancos,0-1,0-0,UANL Tigres,2022-04-11T00:00Z
Clausura,13,Mon Apr 11 2022,21:00,CDT/-0500,CF Pachuca,0-0,0-0,Club Tijuana,2022-04-12T02:00Z
Clausura,12,Wed Apr 13 2022,20:05,CDT/-0500,Deportivo Guadalajara,1-3,1-1,CF Monterrey,2022-04-14T01:05Z
Clausura,14,Thu Apr 14 2022,21:00,CDT/-0500,Atlas Guadalajara,1-2,0-2,Mazatlán FC,2022-04-15T02:00Z
Clausura,14,Fri Apr 15 2022,21:00,CDT/-0500,FC Juárez,1-2,1-1,CF Pachuca,2022-04-16T02:00Z
Clausura,14,Fri Apr 15 2022,21:06,CDT/-0500,Club Tijuana,1-3,1-2,CF América,2022-04-16T02:06Z
Clausura,14,Fri Apr 15 2022,19:00,CDT/-0500,Club Necaxa,4-2,3-1,Atlético San Luis,2022-04-16T00:00Z
Clausura,14,Sat Apr 16 2022,19:00,CDT/-0500,Santos Laguna,1-1,0-0,Gallos Blancos,2022-04-17T00:00Z
Clausura,14,Sat Apr 16 2022,19:00,CDT/-0500,UANL Tigres,3-0,0-0,Deportivo Toluca,2022-04-17T00:00Z
Clausura,14,Sat Apr 16 2022,21:00,CDT/-0500,Cruz Azul,0-1,0-0,Deportivo Guadalajara,2022-04-17T02:00Z
Clausura,14,Sat Apr 16 2022,17:00,CDT/-0500,Club León,0-1,0-1,Puebla FC,2022-04-16T22:00Z
Clausura,14,Sun Apr 17 2022,12:00,CDT/-0500,Pumas UNAM,2-0,0-0,CF Monterrey,2022-04-17T17:00Z
Clausura,15,Tue Apr 19 2022,19:00,CDT/-0500,CF Pachuca,1-0,1-0,Puebla FC,2022-04-20T00:00Z
Clausura,15,Tue Apr 19 2022,19:00,CDT/-0500,Club Necaxa,2-0,2-0,UANL Tigres,2022-04-20T00:00Z
Clausura,15,Tue Apr 19 2022,21:00,CDT/-0500,Deportivo Guadalajara,2-1,1-1,Club Tijuana,2022-04-20T02:00Z
Clausura,15,Tue Apr 19 2022,21:00,CDT/-0500,Deportivo Toluca,0-1,0-0,FC Juárez,2022-04-20T02:00Z
Clausura,15,Tue Apr 19 2022,21:00,CDT/-0500,Mazatlán FC,1-0,1-0,Santos Laguna,2022-04-20T02:00Z
Clausura,15,Wed Apr 20 2022,21:00,CDT/-0500,CF América,2-0,1-0,Club León,2022-04-21T02:00Z
Clausura,15,Wed Apr 20 2022,21:06,CDT/-0500,CF Monterrey,0-0,0-0,Atlas Guadalajara,2022-04-21T02:06Z
Clausura,15,Wed Apr 20 2022,19:00,CDT/-0500,Atlético San Luis,2-0,1-0,Pumas UNAM,2022-04-21T00:00Z
Clausura,15,Thu Apr 21 2022,21:00,CDT/-0500,Gallos Blancos,0-1,0-0,Cruz Azul,2022-04-22T02:00Z
Clausura,16,Fri Apr 22 2022,19:00,CDT/-0500,Puebla FC,0-1,0-0,Club Necaxa,2022-04-23T00:00Z
Clausura,16,Fri Apr 22 2022,21:00,CDT/-0500,FC Juárez,0-2,0-1,Mazatlán FC,2022-04-23T02:00Z
Clausura,16,Sat Apr 23 2022,19:00,CDT/-0500,UANL Tigres,0-2,0-1,CF América,2022-04-24T00:00Z
Clausura,16,Sat Apr 23 2022,21:00,CDT/-0500,Deportivo Guadalajara,3-1,2-0,Pumas UNAM,2022-04-24T02:00Z
Clausura,16,Sat Apr 23 2022,17:00,CDT/-0500,CF Pachuca,3-0,1-0,CF Monterrey,2022-04-23T22:00Z
Clausura,16,Sun Apr 24 2022,12:00,CDT/-0500,Deportivo Toluca,2-4,1-2,Atlas Guadalajara,2022-04-24T17:00Z
Clausura,16,Sun Apr 24 2022,17:00,CDT/-0500,Cruz Azul,0-1,0-1,Atlético San Luis,2022-04-24T22:00Z
Clausura,16,Sun Apr 24 2022,19:00,CDT/-0500,Santos Laguna,1-1,0-0,Club León,2022-04-25T00:00Z
Clausura,16,Sun Apr 24 2022,21:06,CDT/-0500,Club Tijuana,2-2,2-0,Gallos Blancos,2022-04-25T02:06Z
Clausura,17,Fri Apr 29 2022,21:05,CDT/-0500,Mazatlán FC,2-1,0-0,Puebla FC,2022-04-30T02:05Z
Clausura,17,Fri Apr 29 2022,19:00,CDT/-0500,Club Necaxa,0-1,0-0,Deportivo Guadalajara,2022-04-30T00:00Z
Clausura,17,Sat Apr 30 2022,19:00,CDT/-0500,Atlas Guadalajara,1-1,0-0,UANL Tigres,2022-05-01T00:00Z
Clausura,17,Sat Apr 30 2022,19:06,CDT/-0500,CF Monterrey,2-0,1-0,Club Tijuana,2022-05-01T00:06Z
Clausura,17,Sat Apr 30 2022,21:00,CDT/-0500,CF América,0-0,0-0,Cruz Azul,2022-05-01T02:00Z
Clausura,17,Sat Apr 30 2022,17:00,CDT/-0500,Gallos Blancos,4-0,2-0,FC Juárez,2022-04-30T22:00Z
Clausura,17,Sun May 1 2022,12:00,CDT/-0500,Pumas UNAM,2-0,0-0,CF Pachuca,2022-05-01T17:00Z
Clausura,17,Sun May 1 2022,16:00,CDT/-0500,Atlético San Luis,1-3,0-0,Santos Laguna,2022-05-01T21:00Z
Clausura,17,Sun May 1 2022,20:06,CDT/-0500,Club León,4-4,3-3,Deportivo Toluca,2022-05-02T01:06Z
Apertura,1,Fri Jul 1 2022,21:05,CDT/-0500,Mazatlán FC,2-4,0-2,Puebla F,2022-07-02T02:05Z
Apertura,1,Sat Jul 2 2022,17:00,CDT/-0500,Club Necaxa,1-3,1-2,Deportivo Toluca,2022-07-02T22:00Z
Apertura,1,Sat Jul 2 2022,17:00,CDT/-0500,Deportivo Guadalajara,0-0,0-0,FC Juárez,2022-07-02T22:00Z
Apertura,1,Sat Jul 2 2022,19:05,CDT/-0500,UANL Tigres,2-3,0-1,Cruz Azul,2022-07-03T00:05Z
Apertura,1,Sat Jul 2 2022,21:05,CDT/-0500,CF América,0-0,0-0,Atlas Guadalajara,2022-07-03T02:05Z
Apertura,1,Sun Jul 3 2022,17:00,CDT/-0500,Atlético San Luis,1-2,0-1,Club León,2022-07-03T22:00Z
Apertura,1,Sun Jul 3 2022,19:05,CDT/-0500,Santos Laguna,4-3,2-2,CF Monterrey,2022-07-04T00:05Z
Apertura,1,Sun Jul 3 2022,12:00,CDT/-0500,Pumas UNAM,1-1,0-1,Club Tijuana,2022-07-03T17:00Z
Apertura,1,Mon Jul 4 2022,21:00,CDT/-0500,CF Pachuca,2-0,1-0,Gallos Blancos,2022-07-05T02:00Z
Apertura,2,Fri Jul 8 2022,19:00,CDT/-0500,Mazatlán FC,0-1,0-1,UANL Tigres,2022-07-09T00:00Z
Apertura,2,Fri Jul 8 2022,21:05,CDT/-0500,Club Tijuana,0-2,0-0,FC Juárez,2022-07-09T02:05Z
Apertura,2,Fri Jul 8 2022,21:05,CDT/-0500,Puebla FC,1-0,1-0,Santos Laguna,2022-07-09T02:05Z
Apertura,2,Sat Jul 9 2022,19:05,CDT/-0500,Deportivo Guadalajara,0-1,0-1,Atlético San Luis,2022-07-10T00:05Z
Apertura,2,Sat Jul 9 2022,21:05,CDT/-0500,CF Monterrey,3-2,1-2,CF América,2022-07-10T02:05Z
Apertura,2,Sat Jul 9 2022,21:05,CDT/-0500,Cruz Azul,1-2,0-2,CF Pachuca,2022-07-10T02:05Z
Apertura,2,Sat Jul 9 2022,19:00,CDT/-0500,Club León,3-3,0-2,Pumas UNAM,2022-07-10T00:00Z
Apertura,2,Sun Jul 10 2022,17:00,CDT/-0500,Gallos Blancos,1-2,1-1,Club Necaxa,2022-07-10T22:00Z
Apertura,2,Sun Jul 10 2022,12:00,CDT/-0500,Deportivo Toluca,3-2,3-1,Atlas Guadalajara,2022-07-10T17:00Z
Apertura,3,Wed Jul 13 2022,21:00,CDT/-0500,CF América,1-0,0-0,Deportivo Toluca,2022-07-14T02:00Z
Apertura,3,Fri Jul 15 2022,19:00,CDT/-0500,Puebla FC,1-1,1-0,Club León,2022-07-16T00:00Z
Apertura,3,Fri Jul 15 2022,21:05,CDT/-0500,FC Juárez,1-1,1-1,Gallos Blancos,2022-07-16T02:05Z
Apertura,3,Sat Jul 16 2022,19:05,CDT/-0500,Santos Laguna,1-1,0-0,Deportivo Guadalajara,2022-07-17T00:05Z
Apertura,3,Sat Jul 16 2022,17:00,CDT/-0500,Atlas Guadalajara,3-2,1-1,Cruz Azul,2022-07-16T22:00Z
Apertura,3,Sun Jul 17 2022,17:00,CDT/-0500,Atlético San Luis,0-1,0-0,CF Monterrey,2022-07-17T22:00Z
Apertura,3,Sun Jul 17 2022,19:00,CDT/-0500,UANL Tigres,1-0,0-0,Club Tijuana,2022-07-18T00:00Z
Apertura,3,Sun Jul 17 2022,12:00,CDT/-0500,Pumas UNAM,1-0,1-0,Club Necaxa,2022-07-17T17:00Z
Apertura,3,Mon Jul 18 2022,19:00,CDT/-0500,CF Pachuca,1-1,0-0,Mazatlán FC,2022-07-19T00:00Z
Apertura,4,Wed Jul 20 2022,21:05,CDT/-0500,Deportivo Guadalajara,0-0,0-0,Club León,2022-07-21T02:05Z
Apertura,4,Thu Jul 21 2022,21:00,CDT/-0500,Gallos Blancos,0-3,0-1,CF Monterrey,2022-07-22T02:00Z
Apertura,4,Fri Jul 22 2022,21:05,CDT/-0500,Club Necaxa,1-0,1-0,FC Juárez,2022-07-23T02:05Z
Apertura,4,Fri Jul 22 2022,19:00,CDT/-0500,Mazatlán FC,1-1,1-1,Atlético San Luis,2022-07-23T00:00Z
Apertura,4,Sat Jul 23 2022,17:00,CDT/-0500,Deportivo Toluca,2-1,2-0,Santos Laguna,2022-07-23T22:00Z
Apertura,4,Sat Jul 23 2022,19:05,CDT/-0500,Cruz Azul,2-2,2-2,Puebla FC,2022-07-24T00:05Z
Apertura,4,Sat Jul 23 2022,20:05,CDT/-0500,Club Tijuana,2-0,1-0,CF América,2022-07-24T01:05Z
Apertura,4,Sat Jul 23 2022,21:05,CDT/-0500,UANL Tigres,2-0,2-0,Atlas Guadalajara,2022-07-24T02:05Z
Apertura,4,Sun Jul 24 2022,19:00,CDT/-0500,CF Pachuca,0-0,0-0,Pumas UNAM,2022-07-25T00:00Z
Apertura,5,Tue Jul 26 2022,19:00,CDT/-0500,CF Monterrey,1-0,1-0,Puebla FC,2022-07-27T00:00Z
Apertura,5,Tue Jul 26 2022,19:00,CDT/-0500,FC Juárez,0-1,0-1,UANL Tigres,2022-07-27T00:00Z
Apertura,5,Tue Jul 26 2022,21:05,CDT/-0500,Atlético San Luis,0-0,0-0,Cruz Azul,2022-07-27T02:05Z
Apertura,5,Tue Jul 26 2022,21:05,CDT/-0500,Club León,0-1,0-0,Deportivo Toluca,2022-07-27T02:05Z
Apertura,5,Tue Jul 26 2022,19:00,CDT/-0500,Atlas Guadalajara,1-2,1-2,Club Tijuana,2022-07-27T00:00Z
Apertura,5,Wed Jul 27 2022,19:00,CDT/-0500,Club Necaxa,2-0,1-0,CF Pachuca,2022-07-28T00:00Z
Apertura,5,Wed Jul 27 2022,19:00,CDT/-0500,Gallos Blancos,2-2,1-1,Deportivo Guadalajara,2022-07-28T00:00Z
